"341222"	"3"	"太和县"
"341225"	"3"	"阜南县"
"341226"	"3"	"颍上县"
"341282"	"3"	"界首市"
"341300"	"2"	"宿州市"
"341321"	"3"	"砀山县"
"341322"	"3"	"萧县"
"341323"	"3"	"灵璧县"
"341324"	"3"	"泗县"
"341500"	"2"	"六安市"
"341521"	"3"	"寿县"
"341522"	"3"	"霍邱县"
"341523"	"3"	"舒城县"
"341524"	"3"	"金寨县"
"341525"	"3"	"霍山县"
"341600"	"2"	"亳州市"
"341621"	"3"	"涡阳县"
"341622"	"3"	"蒙城县"
"341623"	"3"	"利辛县"
"341700"	"2"	"池州市"
"341721"	"3"	"东至县"
"341722"	"3"	"石台县"
"341723"	"3"	"青阳县"
"341800"	"2"	"宣城市"
"341821"	"3"	"郎溪县"
"341822"	"3"	"广德县"
"341823"	"3"	"泾县"
"341824"	"3"	"绩溪县"
"341825"	"3"	"旌德县"
"341881"	"3"	"宁国市"
"350000"	"1"	"福建省"
"350100"	"2"	"福州市"
"350121"	"3"	"闽侯县"
"350122"	"3"	"连江县"
"350123"	"3"	"罗源县"
"350124"	"3"	"闽清县"
"350125"	"3"	"永泰县"
"350128"	"3"	"平潭县"
"350181"	"3"	"福清市"
"350182"	"3"	"长乐市"
"350200"	"2"	"厦门市"
"350300"	"2"	"莆田市"
"350322"	"3"	"仙游县"
"350400"	"2"	"三明市"
"350421"	"3"	"明溪县"
"350423"	"3"	"清流县"
"350424"	"3"	"宁化县"
"350425"	"3"	"大田县"
"350426"	"3"	"尤溪县"
"350427"	"3"	"沙县"
"350428"	"3"	"将乐县"
"350429"	"3"	"泰宁县"
"350430"	"3"	"建宁县"
"350481"	"3"	"永安市"
"350500"	"2"	"泉州市"
"350521"	"3"	"惠安县"
"350524"	"3"	"安溪县"
"350525"	"3"	"永春县"
"350526"	"3"	"德化县"
"350527"	"3"	"金门县"
"350581"	"3"	"石狮市"
"350582"	"3"	"晋江市"
"350583"	"3"	"南安市"
"350600"	"2"	"漳州市"
"350622"	"3"	"云霄县"
"350623"	"3"	"漳浦县"
"350624"	"3"	"诏安县"
"350625"	"3"	"长泰县"
"350626"	"3"	"东山县"
"350627"	"3"	"南靖县"
"350628"	"3"	"平和县"
"350629"	"3"	"华安县"
"350681"	"3"	"龙海市"
"350700"	"2"	"南平市"
"350721"	"3"	"顺昌县"
"350722"	"3"	"浦城县"
"350723"	"3"	"光泽县"
"350724"	"3"	"松溪县"
"350725"	"3"	"政和县"
"350781"	"3"	"邵武市"
"350782"	"3"	"武夷山市"
"350783"	"3"	"建瓯市"
"350800"	"2"	"龙岩市"
"350803"	"3"	"永定区"
"350821"	"3"	"长汀县"
"350823"	"3"	"上杭县"
"350824"	"3"	"武平县"
"350825"	"3"	"连城县"
"350881"	"3"	"漳平市"
"350900"	"2"	"宁德市"
"350921"	"3"	"霞浦县"
"350922"	"3"	"古田县"
"350923"	"3"	"屏南县"
"350924"	"3"	"寿宁县"
"350925"	"3"	"周宁县"
"350926"	"3"	"柘荣县"
"350981"	"3"	"福安市"
"350982"	"3"	"福鼎市"
"360000"	"1"	"江西省"
"360100"	"2"	"南昌市"
"360105"	"3"	"湾里区"
"360112"	"3"	"新建区"
"360121"	"3"	"南昌县"
"360123"	"3"	"安义县"
"360124"	"3"	"进贤县"
"360200"	"2"	"景德镇市"
"360222"	"3"	"浮梁县"
"360281"	"3"	"乐平市"
"360300"	"2"	"萍乡市"
"360321"	"3"	"莲花县"
"360322"	"3"	"上栗县"
"360323"	"3"	"芦溪县"
"360400"	"2"	"九江市"
"360402"	"3"	"庐山区"
"360421"	"3"	"九江县"
"360423"	"3"	"武宁县"
"360424"	"3"	"修水县"
"360425"	"3"	"永修县"
"360426"	"3"	"德安县"
"360427"	"3"	"星子县"
"360428"	"3"	"都昌县"
"360429"	"3"	"湖口县"
"360430"	"3"	"彭泽县"
"360481"	"3"	"瑞昌市"
"360482"	"3"	"共青城市"
"360500"	"2"	"新余市"
"360521"	"3"	"分宜县"
"360600"	"2"	"鹰潭市"
"360622"	"3"	"余江县"
"360681"	"3"	"贵溪市"
"360700"	"2"	"赣州市"
"360721"	"3"	"赣县"
"360722"	"3"	"信丰县"
"360723"	"3"	"大余县"
